,Spanish,Polish,Tagalog,Arabic,Chinese,Korean,Russian,Gujarati,Greek,Italian,Urdu,Hindi,Other
Speakers,991495,141431,46510,41460,39185,31321,26215,23250,23031,22651,22583,20180,250953
